EXECDIR,CO_PER_ROL,TOTAL_SEC,TOTAL_CURR,TOTAL_ALT1,TOTAL_ALT2,AGE,TDC1,TDC2,TOTAL_ALT1_PCT,TOTAL_ALT2_PCT,GVKEY,YEAR,TICKER
0,777,,825,,,,2253.676,2032.688,,,004058,1997,DOV
0,778,,750,,,,1883.942,1682.175,,,004058,1997,DOV
0,780,,860,,,55,3044.848,2821.114,,,004058,1997,DOV
0,4758,,755,,,,1570.029,1466.893,,,004058,1997,DOV
1,776,,1675,,,56,3771.636,5258.26,,,004058,1998,DOV
0,777,,870,,,,2148.196,3355.911,,,004058,1998,DOV
0,778,,805,,,,1749.402,2107.329,,,004058,1998,DOV
1,780,,835,,,57,1631.327,2300.253,,,004058,1998,DOV
0,4758,,790,,,,1660.782,1619.001,,,004058,1998,DOV
1,776,,1950,,,57,5165.077,2385.442,,,004058,1999,DOV
0,777,,920,,,,2109.029,3354.896,,,004058,1999,DOV
0,778,,880,,,,1847.839,1561.554,,,004058,1999,DOV
0,780,,960,,,,1902.244,1609.055,,,004058,1999,DOV
0,4758,,790,,,,1266.203,988.536,,,004058,1999,DOV
1,776,,2170,,,58,4695.973,3443.685,,,004058,2000,DOV
0,777,,970,,,,2036.487,1709.538,,,004058,2000,DOV
0,778,,945,,,,2009.942,1694.917,,,004058,2000,DOV
0,780,,1100,,,,2522.021,2176.35,,,004058,2000,DOV
0,4758,,840,,,,1120.062,1058.032,,,004058,2000,DOV
0,23415,,637.346,,,,804.853,804.853,,,004058,2000,DOV
0,25019,,275,,,,,315.319,,,004058,2000,DOV
0,25020,,635,,,,,889.457,,,004058,2000,DOV
1,776,,1413.25,,,59,4733.724,2243.973,,,004058,2001,DOV
0,777,,951,,,,2398.861,3171.742,,,004058,2001,DOV
0,778,,881,,,,2139.567,1465.264,,,004058,2001,DOV
0,780,,582.5,,,,,1356.925,,,004058,2001,DOV
0,4758,,855,,,,1463.52,861.825,,,004058,2001,DOV
0,23415,,713.75,,,,1511.169,927.633,,,004058,2001,DOV
0,25019,,460,,,,,633.19,,,004058,2001,DOV
0,25020,,581.792,,,,,756.487,,,004058,2001,DOV
0,26713,,485,,,,,1148.096,,,004058,2001,DOV
1,776,,1472,,,60,4045.437,1476.4,,,004058,2002,DOV
0,777,,965,,,,1639.751,970.975,,,004058,2002,DOV
0,778,,945,,,,1606.457,1256.023,,,004058,2002,DOV
0,780,,707.5,,,,,710.25,,,004058,2002,DOV
0,25019,,800,,,,1339.268,805.975,,,004058,2002,DOV
0,25020,,685,,,,1171.102,689.4,,,004058,2002,DOV
0,26713,,565,,,,,864.509,,,004058,2002,DOV
0,28554,,390,,,,,395.28,,,004058,2002,DOV
1,776,,2350,,,61,4860.1,3255.273,,,004058,2003,DOV
0,777,,910,,,,1597.006,2663.807,,,004058,2003,DOV
0,778,,1010,,,,1706.976,1325.823,,,004058,2003,DOV
0,780,,950,,,,1691.926,1282.392,,,004058,2003,DOV
1,25019,,1262.5,,,55,1912.017,1268.95,,,004058,2003,DOV
0,25020,,810,,,,,814.8,,,004058,2003,DOV
0,26713,,812.5,,,,1148.251,873.373,,,004058,2003,DOV
0,28554,,625,,,,,630.68,,,004058,2003,DOV
1,776,,2600,,,62,4942.831,5828.426,,,004058,2004,DOV
0,778,,1045,,,,2103.889,2399.084,,,004058,2004,DOV
0,780,,1160,,,,1870.508,1773.186,,,004058,2004,DOV
1,25019,,2150,,,56,4188.134,2767.962,,,004058,2004,DOV
0,25020,,925,,,,,929.84,,,004058,2004,DOV
0,26713,,1010,,,,1673.876,1316.345,,,004058,2004,DOV
0,28554,,1200,,,,2116.212,1472.906,,,004058,2004,DOV
0,780,,1185,,,,1885.796,2139.662,,,004058,2005,DOV
1,25019,,2800,,,57,6835.888,4509.125,,,004058,2005,DOV
0,25020,,1065,,,,2016.644,2062.938,,,004058,2005,DOV
0,26713,,1085,,,,1886.098,1473.784,,,004058,2005,DOV
0,28554,,1660,,,,2967.321,2321.725,,,004058,2005,DOV
1,781,,800.008,,,,2381.37,1018.378,,,004060,1992,DD
1,782,,445,,,,1604.318,1489.985,,,004060,1992,DD
1,783,,400.008,,,,1096.269,511.685,,,004060,1992,DD
1,784,,380.004,,,,1102.435,482.893,,,004060,1992,DD
1,785,,327.508,,,,875.884,380.25,,,004060,1992,DD
1,786,,352.508,,,,824.07,390.391,,,004060,1992,DD
1,781,,1483.754,,,58,3488.178,1702.119,,,004060,1993,DD
1,782,,715,,,60,1883.043,1719.65,,,004060,1993,DD
1,783,,812.504,,,54,1765.619,976.93,,,004060,1993,DD
1,784,,670,,,54,1539.243,773.789,,,004060,1993,DD
1,785,,670,,,53,1387.155,883.914,,,004060,1993,DD
1,786,,613.133,,,57,1213.771,652.438,,,004060,1993,DD
1,781,,1635.004,,,59,4007.919,3230.142,,,004060,1994,DD
1,782,,632.607,,,60,868.9,1337.65,,,004060,1994,DD
1,783,,900.008,,,55,2143.738,1363.378,,,004060,1994,DD
1,784,,744.996,,,55,1851.644,1549.881,,,004060,1994,DD
1,785,,744.996,,,54,1652.891,1250.935,,,004060,1994,DD
1,786,,711.436,,,58,1440.805,1351.446,,,004060,1994,DD
1,781,,1925.842,,,60,4334.688,2925.568,,,004060,1995,DD
1,783,,1276.668,,,56,2527.832,2862.837,,,004060,1995,DD
1,784,,955.791,,,56,2127.969,1767.943,,,004060,1995,DD
1,8892,,798.504,,,55,1191.216,1196.694,,,004060,1995,DD
1,8893,,785.004,,,49,1339.103,1181.643,,,004060,1995,DD
1,8894,,759.174,,,50,1203.876,1340.339,,,004060,1995,DD
1,783,,1506.674,,,57,3576.862,2987.783,,,004060,1996,DD
1,8892,,955.174,,,56,1591.285,1529.585,,,004060,1996,DD
1,8893,,940.834,,,50,1711.683,2456.318,,,004060,1996,DD
1,8894,,937.508,,,51,1570.107,1244.737,,,004060,1996,DD
1,12115,,721.426,,,54,1244.075,989.371,,,004060,1996,DD
1,783,,1835.008,,,58,4154.292,4992.221,,,004060,1997,DD
1,8892,,1107.338,,,57,1932.08,2290.535,,,004060,1997,DD
1,8893,,1083.67,,,51,2055.527,1272.732,,,004060,1997,DD
1,8894,,1083.338,,,52,1911.616,1612.306,,,004060,1997,DD
1,12115,,823.254,,,55,1441.811,1330.522,,,004060,1997,DD
1,783,,1583.338,,,59,3341.317,1740.155,,,004060,1998,DD
1,8892,,939.784,,,58,1753.935,1017.401,,,004060,1998,DD
1,8893,,907.334,,,52,1777.143,2894.734,,,004060,1998,DD
1,8894,,907.334,,,53,1708.841,2806.682,,,004060,1998,DD
1,12115,,661.684,,,56,1183.239,1287.828,,,004060,1998,DD
0,21128,,569.636,,,,,603.541,,,004060,1998,DD
0,21129,,569.197,,,,,610.204,,,004060,1998,DD
1,783,,2546.664,,,60,5489.348,10587.987,,,004060,1999,DD
1,8892,,1339.04,,,59,2656.051,2932.364,,,004060,1999,DD
1,8893,,553,,,53,1837.559,630.122,,,004060,1999,DD
1,8894,,553,,,54,1829.912,3939.601,,,004060,1999,DD
1,12115,,407.42,,,57,1360.344,2561.467,,,004060,1999,DD
0,21128,,347.14,,,,,387.214,,,004060,1999,DD
0,21129,,357.63,,,,,403.014,,,004060,1999,DD
1,783,,2878.333,,,61,7674.538,3068.826,,,004060,2000,DD
1,8892,,1341.368,,,60,3848.221,1698.889,,,004060,2000,DD
1,8893,,1633.717,,,54,3885.996,1736.664,,,004060,2000,DD
1,8894,,1299.96,,,55,6523.093,4373.761,,,004060,2000,DD
1,12115,,821.575,,,58,2404.379,869.142,,,004060,2000,DD
0,21128,,676.045,,,,1939.19,711,,,004060,2000,DD
0,21129,,620.402,,,,1579.793,658.651,,,004060,2000,DD
0,783,,2031.666,,,,2347.004,2347.004,,,004060,2001,DD
1,8893,,960,,,55,2296.376,1090.439,,,004060,2001,DD
1,8894,,721.97,,,56,1474.907,800.122,,,004060,2001,DD
1,12115,,514,,,59,1223.94,709.176,,,004060,2001,DD
0,21128,,415.948,,,,864.419,494.251,,,004060,2001,DD
0,21129,,405.75,,,,792.631,487.05,,,004060,2001,DD
0,23614,,755.962,,,,2677.256,1750.499,,,004060,2001,DD
1,783,,1839.996,,,63,3076.272,4936.272,,,004060,2002,DD
0,8893,,1014.2,,,,2811.986,2307.72,,,004060,2002,DD
0,8894,,740.58,,,,1942.133,1296.848,,,004060,2002,DD
0,12115,,551.98,,,,1437.789,1485.364,,,004060,2002,DD
0,21128,,435.01,,,,924.305,601.242,,,004060,2002,DD
0,21129,,422.51,,,,928.463,648.307,,,004060,2002,DD
0,23614,,462.24,,,,785.376,560.746,,,004060,2002,DD
1,783,,3600.005,,,64,14074.333,17044.027,,,004060,2003,DD
0,8894,,1793.424,,,,4877.237,3951.843,,,004060,2003,DD
1,12115,,1298.132,,,61,3934.352,4143.566,,,004060,2003,DD
0,23614,,999.688,,,,1578.203,1251.593,,,004060,2003,DD
0,26893,,1282.013,,,49,2987.261,3019.602,,,004060,2003,DD
1,783,,3625.674,,,65,9987.94,18791.869,,,004060,2004,DD
1,8894,,1927.014,,,59,4562.241,7627.799,,,004060,2004,DD
1,12115,,1413.872,,,62,3753.868,5016.908,,,004060,2004,DD
1,26893,,2262.504,,,50,4566.241,4492.587,,,004060,2004,DD
0,28741,,1445.346,,,,3042.251,3894.681,,,004060,2004,DD
0,28742,,1150.563,,,,2055.222,2935.484,,,004060,2004,DD
0,783,,1970.71,,,,4686.405,15627.342,,,004060,2005,DD
1,8894,,2002.072,,,60,5250.197,11068.974,,,004060,2005,DD
1,26893,,3337.5,,,51,8764.878,7189.697,,,004060,2005,DD
1,30506,,2151.106,,,54,7487.647,4238.182,,,004060,2005,DD
0,30507,,1842.022,,,,8072.801,7379.235,,,004060,2005,DD
1,3056,,1300,,,,2188.911,2465.074,,,004066,1992,OMC
1,3057,,688.75,,,,1234.02,1356.414,,,004066,1992,OMC
1,3058,,862.5,,,,1538.905,1890.124,,,004066,1992,OMC
1,3059,,905.306,,,,1428.586,1466.524,,,004066,1992,OMC
1,3060,,1186.25,,,,1902.642,1651.467,,,004066,1992,OMC
1,3056,,1440,,,65,2687.881,3029.176,,,004066,1993,OMC
1,3057,,715,,,55,1376.747,1130.207,,,004066,1993,OMC
1,3058,,975,,,63,1742.004,2299.845,,,004066,1993,OMC
1,3059,,942.8,,,59,1569.101,1895.702,,,004066,1993,OMC
1,3060,,1205,,,55,2111.258,1716.794,,,004066,1993,OMC
0,5109,,700,,,,,1157.488,,,004066,1993,OMC
1,3056,,2046.25,,,66,3002.628,3182.002,,,004066,1994,OMC
1,3058,,1406.25,,,64,1979.97,1436.558,,,004066,1994,OMC
1,3059,,1359.056,,,60,2369.419,1981.267,,,004066,1994,OMC
1,3060,,1268.75,,,56,2620.073,2929.031,,,004066,1994,OMC
1,5109,,1000,,,42,2009.324,1543.542,,,004066,1994,OMC
1,3056,,2505,,,67,3434.49,4731.573,,,004066,1995,OMC
1,3058,,1737.5,,,65,2192.052,1899.373,,,004066,1995,OMC
1,3059,,1427.806,,,61,2710.01,2286.081,,,004066,1995,OMC
1,3060,,1425,,,57,2997.508,2391.896,,,004066,1995,OMC
1,5109,,1300,,,43,2479.463,2755.397,,,004066,1995,OMC
1,3056,,3115,,,68,4799.841,4896.274,,,004066,1996,OMC
0,3058,,2235,,,,3043.414,7292.896,,,004066,1996,OMC
1,3059,,1852.806,,,62,3351.526,3080.322,,,004066,1996,OMC
1,3060,,1579.167,,,58,3495.731,2608.698,,,004066,1996,OMC
1,5109,,1800,,,44,3810.849,3382.31,,,004066,1996,OMC
0,16572,,1763.971,,,,,1781.544,,,004066,1996,OMC
1,3056,,1985,,,69,2012.86,5557.518,,,004066,1997,OMC
0,3058,,2315,,,,2349.852,4154.413,,,004066,1997,OMC
1,3059,,2502.806,,,63,3506.769,6980.493,,,004066,1997,OMC
1,3060,,1775,,,59,3988.315,5051.975,,,004066,1997,OMC
1,5109,,2475,,,45,5195.471,3447.334,,,004066,1997,OMC
0,16572,,1452.105,,,,,1470.204,,,004066,1997,OMC
0,3058,,2541.25,,,,2584.116,5668.041,,,004066,1998,OMC
1,3059,,2990,,,64,3935.877,3016.672,,,004066,1998,OMC
1,3060,,3293.75,,,60,4585.284,8617.266,,,004066,1998,OMC
1,5109,,3425,,,46,5745.565,3447.552,,,004066,1998,OMC
0,16572,,1737.472,,,,2617.899,5651.247,,,004066,1998,OMC
1,3059,,3220,,,65,5382.407,23240.967,,,004066,1999,OMC
1,3060,,3325,,,61,6710.987,17467.292,,,004066,1999,OMC
1,5109,,3425,,,47,50671.556,3447.158,,,004066,1999,OMC
1,18940,,1466,,,61,6007.25,6007.25,,,004066,1999,OMC
1,18941,,3325,,,52,5037.688,3377.21,,,004066,1999,OMC
1,3059,,3125,,,66,6850.873,13877.073,,,004066,2000,OMC
1,3060,,3010,,,62,8952.131,12490.588,,,004066,2000,OMC
1,5109,,3075,,,48,3098.737,3098.737,,,004066,2000,OMC
1,18941,,3025,,,53,6777.926,3079.443,,,004066,2000,OMC
0,21568,,2887.5,,,,4459.732,2980.339,,,004066,2000,OMC
1,3059,,2025,,,67,8809.636,13628.069,,,004066,2001,OMC
1,3060,,2085,,,,8864.86,6769.948,,,004066,2001,OMC
1,5109,,2175,,,49,63847.364,2190.355,,,004066,2001,OMC
0,18941,,2025,,,,15532.728,2728.428,,,004066,2001,OMC
0,21568,,2025,,,,3653.862,2112.437,,,004066,2001,OMC
0,3059,,925,,,,953.006,7120.673,,,004066,2002,OMC
0,3060,,985,,,,996.156,7109.534,,,004066,2002,OMC
1,5109,,875,,,50,880.944,880.944,,,004066,2002,OMC
0,18941,,825,,,,4053.139,872.085,,,004066,2002,OMC
0,21568,,800,,,,3010.275,889.573,,,004066,2002,OMC
0,29331,,813.022,,,,1322.533,1322.533,,,004066,2002,OMC
0,29333,,750,,,,,762,,,004066,2002,OMC
0,3060,,1485,,,,1500.973,12381.552,,,004066,2003,OMC
1,5109,,2100,,,51,2110.117,3354.602,,,004066,2003,OMC
0,18941,,1631,,,,1682.087,1682.087,,,004066,2003,OMC
0,21568,,1340,,,,1442.336,1442.336,,,004066,2003,OMC
0,27686,,1331,,,,1646.754,2949.821,,,004066,2003,OMC
0,29331,,938.275,,,,2205.106,2205.106,,,004066,2003,OMC
0,29333,,1325,,,,2480.425,2480.425,,,004066,2003,OMC
1,5109,,5000,,,52,5207.753,13478.225,,,004066,2004,OMC
0,18941,,2650,,,,3092.253,3092.253,,,004066,2004,OMC
0,27686,,2700,,,50,2718.359,3209.859,,,004066,2004,OMC
0,29331,,3504.796,,,58,3624.263,3624.263,,,004066,2004,OMC
0,29332,,2750,,,44,2834.85,2834.85,,,004066,2004,OMC
0,29333,,4475,,,46,4487.3,4487.3,,,004066,2004,OMC
1,5109,,5400,,,53,5614.516,15613.666,,,004066,2005,OMC
0,18941,,2400,,,58,2500.377,2500.377,,,004066,2005,OMC
0,27686,,3225,,,,3246.014,3246.014,,,004066,2005,OMC
0,29332,,3400,,,45,3517.594,3517.594,,,004066,2005,OMC
0,29333,,4875,,,47,5035.638,5035.638,,,004066,2005,OMC
1,802,,1298.75,,,,1564.585,1564.585,,,004093,1992,DUK
1,803,,522.35,,,,613.323,613.323,,,004093,1992,DUK
1,804,,408.509,,,,463.931,463.931,,,004093,1992,DUK
1,805,,357.314,,,,372.443,372.443,,,004093,1992,DUK
1,806,,360.018,,,,389.503,389.503,,,004093,1992,DUK
0,4760,,224.174,,,,232.979,232.979,,,004093,1992,DUK
0,802,,1040.372,,,65,1258.832,1258.832,,,004093,1993,DUK
1,803,,522.847,,,61,617.101,617.101,,,004093,1993,DUK
1,804,,410.895,,,60,478.666,478.666,,,004093,1993,DUK
1,805,,366.135,,,47,378.531,378.531,,,004093,1993,DUK
1,806,,366.307,,,50,404.035,404.035,,,004093,1993,DUK
0,4760,,231.514,,,,241.212,241.212,,,004093,1993,DUK
0,802,,693.538,,,,1281.783,1281.783,,,004093,1994,DUK
1,803,,661.996,,,62,1054.337,1054.337,,,004093,1994,DUK
1,804,,405.928,,,61,630.95,630.95,,,004093,1994,DUK
1,805,,411.503,,,48,552.037,552.037,,,004093,1994,DUK
1,806,,403.053,,,51,576.725,576.725,,,004093,1994,DUK
0,4760,,254.341,,,,328.733,328.733,,,004093,1994,DUK
1,803,,949.371,,,63,1365.581,1365.581,,,004093,1995,DUK
1,804,,492.399,,,62,740.812,740.812,,,004093,1995,DUK
1,805,,572.852,,,49,733.788,733.788,,,004093,1995,DUK
1,806,,588.47,,,52,773.551,773.551,,,004093,1995,DUK
0,4760,,308.304,,,,394.531,394.531,,,004093,1995,DUK
1,803,,913.925,,,64,1341.414,1341.414,,,004093,1996,DUK
1,804,,453.569,,,63,698.962,698.962,,,004093,1996,DUK
1,805,,583.724,,,50,753.484,753.484,,,004093,1996,DUK
1,806,,679.67,,,53,901.36,901.36,,,004093,1996,DUK
0,4760,,301.131,,,,381.783,381.783,,,004093,1996,DUK
1,803,,1084.9,,,,2125.36,2125.36,,,004093,1997,DUK
1,805,,969.272,,,51,1525.102,1525.102,,,004093,1997,DUK
1,806,,577.799,,,54,969.24,969.24,,,004093,1997,DUK
0,4760,,371.407,,,,611.981,611.981,,,004093,1997,DUK
1,13986,,598.864,,,52,1302.596,1302.596,,,004093,1997,DUK
0,13987,,418.364,,,,480.931,480.931,,,004093,1997,DUK
0,16136,,375.267,,,,402.932,402.932,,,004093,1997,DUK
0,16137,,53.077,,,,53.077,53.077,,,004093,1997,DUK
1,805,,1701,,,52,6457.646,2769.214,,,004093,1998,DUK
1,806,,540.56,,,55,2254.119,778.746,,,004093,1998,DUK
0,4760,,537.84,,,,1454.42,716.734,,,004093,1998,DUK
1,13986,,1163.78,,,,5388.509,11032.13,,,004093,1998,DUK
0,16136,,597.6,,,,2122.16,855.931,,,004093,1998,DUK
0,16137,,597.6,,,,1945.169,838.639,,,004093,1998,DUK
1,805,,1892.56,,,53,2150.769,2150.769,,,004093,1999,DUK
1,806,,654.946,,,56,1480.603,729.729,,,004093,1999,DUK
0,4760,,610.964,,,,1266.589,673.542,,,004093,1999,DUK
0,16136,,643.626,,,,1590.096,985.081,,,004093,1999,DUK
0,18543,,711.822,,,,5219.977,1189.793,,,004093,1999,DUK
1,805,,2862.492,,,54,5365.418,4341.378,,,004093,2000,DUK
1,806,,1035,,,57,2264.342,2467.885,,,004093,2000,DUK
0,4760,,920.191,,,,2202.707,2345.496,,,004093,2000,DUK
0,16136,,1035,,,,2416.038,1744.866,,,004093,2000,DUK
0,18543,,1250.01,,,,3344.665,1842.84,,,004093,2000,DUK
1,805,,3265.632,,,55,8630.347,8968.375,,,004093,2001,DUK
0,4760,,1250.01,,,,2812.033,2691.959,,,004093,2001,DUK
0,16136,,1250.01,,,,3108.109,2420.44,,,004093,2001,DUK
0,16137,,1092.491,,,,,1609.534,,,004093,2001,DUK
0,18543,,1500,,,,3854.3,5412.831,,,004093,2001,DUK
0,23685,,1265,,,,7212.251,3748.979,,,004093,2001,DUK
0,26966,,1092.491,,,,,1605.105,,,004093,2001,DUK
1,805,,1191.678,,,56,9549.931,5940.05,,,004093,2002,DUK
0,4760,,540,,,,1478.403,1202.714,,,004093,2002,DUK
0,16136,,559.996,,,,1648.048,1427.371,,,004093,2002,DUK
0,16137,,500.004,,,,,851.73,,,004093,2002,DUK
0,18543,,660,,,,3701.046,4970.893,,,004093,2002,DUK
0,23685,,579.996,,,,1633.314,975.599,,,004093,2002,DUK
0,26966,,500.004,,,,857.694,857.694,,,004093,2002,DUK
0,28571,,490.095,,,,,915.31,,,004093,2002,DUK
0,28572,,358.644,,,,,579.608,,,004093,2002,DUK
1,805,,2290.023,,,,6722.291,4831.732,,,004093,2003,DUK
0,4760,,945,,,,2103.866,1604.648,,,004093,2003,DUK
1,13986,,0,,,58,16594.824,11264.417,,,004093,2003,DUK
0,16136,,1273.009,,,,3015.712,2328.773,,,004093,2003,DUK
0,16137,,850.007,,,,1811.563,1387.844,,,004093,2003,DUK
0,23685,,985.993,,,,2188.221,1696.707,,,004093,2003,DUK
0,26966,,723.156,,,,1687.991,1264.272,,,004093,2003,DUK
0,28571,,815.985,,,,,1286.987,,,004093,2003,DUK
0,28572,,555.875,,,,,757.002,,,004093,2003,DUK
1,13986,,0,,,59,365.296,365.296,,,004093,2004,DUK
0,16136,,1785.935,,,,3142.512,3401.261,,,004093,2004,DUK
0,26966,,1034.258,,,,1734.504,1734.504,,,004093,2004,DUK
0,28571,,1071.85,,,,1758.748,1758.748,,,004093,2004,DUK
0,28572,,1054.377,,,,1582.899,1582.899,,,004093,2004,DUK
1,13986,,0,,,60,324.17,324.17,,,004093,2005,DUK
0,16136,,1891.616,,,,3322.682,3667.317,,,004093,2005,DUK
0,26966,,1178.986,,,,1916.15,1916.15,,,004093,2005,DUK
0,28571,,1240.341,,,,2981.076,2981.076,,,004093,2005,DUK
0,28572,,1236.214,,,,1987.226,1987.226,,,004093,2005,DUK
1,812,,770.02,,,,1118.244,906.329,,,004145,1992,PKI
0,813,,255.53,,,,273.963,273.963,,,004145,1992,PKI
0,814,,340.012,,,,467.84,379.805,,,004145,1992,PKI
0,815,,429.964,,,,624.157,908.929,,,004145,1992,PKI
0,816,,305.512,,,,401.803,348.917,,,004145,1992,PKI
0,5299,,265.32,,,,,287.202,,,004145,1992,PKI
0,5300,,360,,,,,394.535,,,004145,1992,PKI
1,812,,540.02,,,58,956.339,925.491,,,004145,1993,PKI
0,813,,325.28,,,,340.816,386.775,,,004145,1993,PKI
0,814,,311.938,,,,445.727,512.244,,,004145,1993,PKI
0,815,,301.964,,,64,485.646,451.033,,,004145,1993,PKI
0,816,,290.012,,,,387.227,326.137,,,004145,1993,PKI
0,5299,,190.32,,,,,209.88,,,004145,1993,PKI
0,5300,,250.016,,,,,269.708,,,004145,1993,PKI
0,9532,,204.88,,,,,209.405,,,004145,1993,PKI
1,812,,647.885,,,59,1056.101,681.319,,,004145,1994,PKI
0,814,,333.35,,,,511.548,336.65,,,004145,1994,PKI
0,816,,286.739,,,,396.71,311.39,,,004145,1994,PKI
0,5299,,308.529,,,,413.39,329.241,,,004145,1994,PKI
0,5300,,274.476,,,,354.228,299.189,,,004145,1994,PKI
0,9532,,237.4,,,,,242.35,,,004145,1994,PKI
0,12013,,234.976,,,,,239.926,,,004145,1994,PKI
1,812,,1141.4,,,60,1626.782,1172.114,,,004145,1995,PKI
1,814,,546.024,,,48,852.507,549.395,,,004145,1995,PKI
0,816,,418.777,,,,548.039,432.856,,,004145,1995,PKI
0,5300,,549.952,,,,566.029,566.029,,,004145,1995,PKI
0,9532,,395.725,,,,506.84,400.751,,,004145,1995,PKI
0,12013,,366.226,,,,,371.269,,,004145,1995,PKI
0,14040,,247.438,,,,252.388,252.388,,,004145,1995,PKI
0,14041,,347.4,,,,359.742,359.742,,,004145,1995,PKI
1,812,,884,,,61,1345.513,973.847,,,004145,1996,PKI
0,814,,497.279,,,,937.645,502.229,,,004145,1996,PKI
0,816,,335.334,,,,356.664,365.056,,,004145,1996,PKI
0,9532,,361.675,,,,485.639,379,,,004145,1996,PKI
0,12013,,456.342,,,,595.369,478.022,,,004145,1996,PKI
0,14040,,271.539,,,,,276.489,,,004145,1996,PKI
0,14041,,315.833,,,,,326.834,,,004145,1996,PKI
1,812,,864.5,,,62,1296.666,1609.828,,,004145,1997,PKI
0,816,,318.77,,,,502.287,661.875,,,004145,1997,PKI
0,12013,,310.672,,,,730.276,336.029,,,004145,1997,PKI
0,14040,,324.137,,,,874.772,336.473,,,004145,1997,PKI
0,14041,,320.03,,,,548.539,333.509,,,004145,1997,PKI
1,812,,1211.537,,,,1422.49,3877.605,,,004145,1998,PKI
0,12013,,583.578,,,,657.182,708.463,,,004145,1998,PKI
0,14040,,443.544,,,,1145.42,1150.051,,,004145,1998,PKI
0,14041,,418.564,,,,466.793,483.724,,,004145,1998,PKI
1,16611,,781.187,,,42,5407.998,3074.062,,,004145,1998,PKI
0,21038,,281.265,,,,,383.305,,,004145,1998,PKI
0,12013,,586.291,,,,1346.533,934.822,,,004145,1999,PKI
1,16611,,1857.681,,,43,7533.05,3384.611,,,004145,1999,PKI
0,18883,,628.645,,,,3609.196,1946.564,,,004145,1999,PKI
0,18884,,474.386,,,,1914.833,1103.615,,,004145,1999,PKI
0,18885,,461.991,,,,2949.841,1382.216,,,004145,1999,PKI
0,21037,,466.147,,,,,991.093,,,004145,1999,PKI
0,21038,,559.99,,,,,946.041,,,004145,1999,PKI
1,16611,,2963.469,,,44,11715.902,24252.433,,,004145,2000,PKI
0,18883,,957.971,,,,3912.638,1522.006,,,004145,2000,PKI
0,18884,,771.842,,,,3564.609,1173.977,,,004145,2000,PKI
0,21037,,664.345,,,,1921.476,1124.599,,,004145,2000,PKI
0,21038,,651.465,,,,3450.764,3974.887,,,004145,2000,PKI
1,16611,,3035.959,,,45,32164.634,10721.343,,,004145,2001,PKI
0,18883,,1001.934,,,,11623.037,7232.417,,,004145,2001,PKI
0,18884,,820.348,,,,10082.651,3204.706,,,004145,2001,PKI
0,21037,,707.46,,,,7158.877,2091.899,,,004145,2001,PKI
0,21038,,764.826,,,,7595.083,775.716,,,004145,2001,PKI
1,16611,,1390.084,,,46,5191.322,5191.322,,,004145,2002,PKI
0,18883,,705.681,,,,1420.194,1420.194,,,004145,2002,PKI
0,21037,,597.703,,,,1682.866,1309.922,,,004145,2002,PKI
0,21038,,591.145,,,,1676.264,1303.32,,,004145,2002,PKI
0,25112,,564.615,,,,2727.571,893.534,,,004145,2002,PKI
0,28651,,389.616,,,,,499.023,,,004145,2002,PKI
1,16611,,2705.6,,,47,5640.368,2911.441,,,004145,2003,PKI
0,18883,,1056.375,,,,2340.445,1078.875,,,004145,2003,PKI
0,21037,,789.64,,,,1452.846,808.64,,,004145,2003,PKI
0,21038,,779.25,,,,1442.206,798,,,004145,2003,PKI
0,25112,,767.5,,,,2467.129,795.462,,,004145,2003,PKI
0,28651,,673.563,,,,,747.725,,,004145,2003,PKI
0,30375,,476.1,,,,,489.535,,,004145,2003,PKI
1,16611,,3144.5,,,48,3877.031,3877.031,,,004145,2004,PKI
0,18883,,1147,,,,1393.5,1393.5,,,004145,2004,PKI
0,21038,,829,,,,967.217,967.217,,,004145,2004,PKI
0,25112,,705,,,,949,1301.8,,,004145,2004,PKI
0,28651,,815.212,,,,946.573,946.573,,,004145,2004,PKI
0,30375,,642.808,,,,733.038,733.038,,,004145,2004,PKI
1,16611,,2668.55,,,49,5668.466,3791.844,,,004145,2005,PKI
1,18883,,1074.423,,,50,2276.909,2541.547,,,004145,2005,PKI
0,21038,,768.751,,,,1366.383,1437.717,,,004145,2005,PKI
0,25112,,755.133,,,,1719.791,2440.895,,,004145,2005,PKI
0,28651,,670.131,,,,1429.18,2408.473,,,004145,2005,PKI
0,30375,,649.615,,,,1027.667,956.092,,,004145,2005,PKI
1,833,,959.837,,,,1581.146,1513.112,,,004199,1992,ETN
1,834,,639.186,,,,1077.358,1223.949,,,004199,1992,ETN
1,835,,585.091,,,,930.341,838.768,,,004199,1992,ETN
0,836,,483.956,,,,762.679,778.785,,,004199,1992,ETN
0,837,,380.299,,,,580.952,616.047,,,004199,1992,ETN
1,833,,1268.548,,,63,2050.166,1669.865,,,004199,1993,ETN
1,834,,801.045,,,58,1397.231,1328.676,,,004199,1993,ETN
1,835,,772.596,,,60,1182.593,902.882,,,004199,1993,ETN
1,836,,647.182,,,42,949.537,889.53,,,004199,1993,ETN
0,837,,468.263,,,,724.238,914.372,,,004199,1993,ETN
0,8908,,342.594,,,,,389.848,,,004199,1993,ETN
0,8909,,322.194,,,,,401.716,,,004199,1993,ETN
1,833,,2002.55,,,64,3578.435,2952.144,,,004199,1994,ETN
