,Unnamed: 0,total_director_comp,year,mkvalt,size_category,signature_index,net_income,num_employees,debt_to_equity,assets_in_place,capex_by_assets,return_on_equity
8311,8311,622.025,2013,7.820463400966477,Small,61a2eaa863f91b9e40681ab545a536b0,,,1.1723162120037964,1.3088093825656153,0.3304620737201583,-0.0021845088262173
8312,8312,622.025,2014,8.131755567674947,Small,d6593ac8468acc54cba445aeaf101642,,-2.9565115604007097,0.3130123704736099,1.1539110698680235,0.1860867214657632,-0.0601960438502656
8313,8313,622.025,2016,9.117122787166922,Small,b0743c5568a20861df40c02f2681297d,5.266594474352089,-2.1715568305876416,0.6340725443757921,1.0253498567750858,0.4676417009182094,0.0625928571359346
8314,8314,622.025,2017,9.42493418219332,Medium,6a2561cb3f7b774440fe599eb5037aae,,-1.9589953886039688,0.346188002806012,1.1286225552963085,0.3270312774161365,-0.1996177510828694
8315,8315,622.025,2018,9.630898150574582,Medium,710a7ce53360df0eff57efbe90c52e4d,,-1.8451602459551701,0.3600815911022209,0.7633007955616037,0.2226613554455593,-0.0308493218285953
8316,8316,622.025,2019,9.600009761994688,Medium,fff07291a17af9bba14f53ad54903dc4,6.178485461271682,-1.3823023398503531,0.4166139535591814,1.0759885651561547,0.4248929833219341,0.0620591855472633
8317,8317,1246.702,2012,10.407599467711547,Medium,63511dcdc48ff0f430996a5f4cc9d3df,6.5998704992128365,,0.7280104611361101,0.5475697920142365,0.0255811366922478,0.0163496830163496
8318,8318,1246.702,2013,10.725919885062549,Medium,877669e07808b40c65546cbd8527ad7a,8.471149252914831,2.517696472610991,0.8561726272352133,0.5358820670662563,0.0236513850639883,0.1105042697461294
8319,8319,1246.702,2014,10.57580911242055,Medium,5b927b61ebf1850ab7d02c5c2dbe77a7,8.32457884513685,2.6026896854443837,1.312490974729242,0.4956836477856593,0.0357997212572545,0.0857862001539325
8320,8320,1246.702,2015,10.676040422531953,Medium,58ba9825b80a30a273d2c6ae8f60d886,8.223090551161533,2.6026896854443837,1.2485649202733484,0.4905016265713482,0.0357243262781637,0.0748222820193582
8321,8321,1246.702,2016,10.710558252614838,Medium,6ba7361bf4beb3e83f77545344f7c826,8.468423027046809,2.6390573296152584,1.2368689207966652,0.5569233294351777,0.0774091627172195,0.0977000882214152
8322,8322,1246.702,2017,10.835742387322343,Medium,d76ca98714399fdec29108a561ba8960,8.34924780056679,2.6390573296152584,1.0667532467532468,0.6239193083573487,0.1186496500617538,0.0870111156854672
8323,8323,1246.702,2018,10.57894455041683,Medium,7c73f7171993e9382ab76c27985c0992,7.349230824613334,2.6946271807700692,1.247342563644484,0.6193057518440361,0.055059725475771,0.0301047373821462
8324,8324,1246.702,2019,10.802320921510368,Medium,44269049e40b2b57a80228fd24250204,8.53817159780143,2.681021528714291,1.0740681682280246,0.6205881811995365,0.0336944326938993,0.0939103566239355
8325,8325,20.0,2012,8.241395156558823,Small,1afafcf3b51baf58c1d084934f4463b5,,,-13.73085501858736,0.045708501236154,0.030835718040063,-0.5782670482197434
8326,8326,20.0,2013,8.96970517997801,Small,a194490313a4719441c5b736278d932f,2.285438934159075,-0.9808292530117262,10.472307205401414,0.1063947179666378,0.080306402074559,0.0903941294392437
