Unnamed: 0,GVKEY,TICKER,TOTAL_SEC,OTHCOMP,NONEQ_INCENT,CASH_FEES,STOCK_AWARDS,OPTION_AWARDS,SPCODE,CUSIP,CONAME,YEAR,YEAR_y,total_director_comp,total_OTHCOMP,total_NONEQ_INCENT,total_CASH_FEES,total_STOCK_AWARDS,total_OPTION_AWARDS,MKVALT,size_category,signature_index
1806,8762,PG,293.85,0.1,0.0,133.75,160.0,0.0,SP,74271810,PROCTER & GAMBLE CO,2013,2010,2820.138,125.556,0.0,1319.582,1375.0,0.0,211131.7557,Large,9f40920dde017e9d1ba5c831da2b8a17
1807,8762,PG,310.222,0.222,0.0,135.0,175.0,0.0,SP,74271810,PROCTER & GAMBLE CO,2014,2010,2820.138,125.556,0.0,1319.582,1375.0,0.0,213042.2435,Large,beb2fff1c5348e8851f54162eb80343d
1808,8762,PG,310.0,0.0,0.0,135.0,175.0,0.0,SP,74271810,PROCTER & GAMBLE CO,2015,2010,2820.138,125.556,0.0,1319.582,1375.0,0.0,212388.035,Large,779c5151820dba70fa247ae85b9a3116
1809,8762,PG,310.0,0.0,0.0,135.0,175.0,0.0,SP,74271810,PROCTER & GAMBLE CO,2016,2010,2820.138,125.556,0.0,1319.582,1375.0,0.0,225905.8256,Large,827c31b628b421a2529a15a3bac1596e
1810,8762,PG,310.0,0.0,0.0,135.0,175.0,0.0,SP,74271810,PROCTER & GAMBLE CO,2017,2010,2820.138,125.556,0.0,1319.582,1375.0,0.0,222519.8336,Large,fccd2cc4cadb128864d651158d4279da
1812,8762,PG,310.0,0.0,0.0,135.0,175.0,0.0,SP,74271810,PROCTER & GAMBLE CO,2019,2010,2820.138,125.556,0.0,1319.582,1375.0,0.0,274645.9472,Large,774f5db9fa4d32b9b0747cea73835e58
1977,9899,T,74.868,0.051,0.0,74.817,0.0,0.0,SP,00206R10,AT&T INC,2015,2010,4074.493,911.404,0.0,1624.916,1402.5,0.0,211447.3854,Large,ef81c291e60454aeb7cafd74c7c3362d
1978,9899,T,309.409,0.009,0.0,139.4,170.0,0.0,SP,00206R10,AT&T INC,2016,2010,4074.493,911.404,0.0,1624.916,1402.5,0.0,261091.4148,Large,3bbd7e80b26317d609c0c58474dbc05f
1979,9899,T,325.678,15.0,0.0,140.0,170.0,0.0,SP,00206R10,AT&T INC,2017,2010,4074.493,911.404,0.0,1624.916,1402.5,0.0,238700.844,Large,007597e242be3ac51904ed8b420d0a4f
1980,9899,T,310.982,0.0,0.0,140.0,170.0,0.0,SP,00206R10,AT&T INC,2018,2010,4074.493,911.404,0.0,1624.916,1402.5,0.0,207817.6917,Large,4a63270cdc34f1ee65e3b0adb6da2b35
1981,9899,T,376.564,15.0,0.0,140.0,220.0,0.0,SP,00206R10,AT&T INC,2019,2010,4074.493,911.404,0.0,1624.916,1402.5,0.0,283508.0094,Large,6da5215e4232f84db99f3c323095f853
